source,source_path,target,target_path,raw_score,adjusted_score
Kids Faith Songs For Kids | Seeds Kids Worship,/songs\kids-faith-songs-for-kids/,Children'S Faith Songs | Seeds Kids Worship,/songs\children-s-faith-songs/,0.2967,0.3467
Kids Faith Songs For Kids | Seeds Kids Worship,/songs\kids-faith-songs-for-kids/,Faith Child Songs | Seeds Kids Worship,/songs\faith-child-songs/,0.2967,0.3467
Kids Faith Songs For Preschoolers | Seeds Kids Worship,/songs\kids-faith-songs-for-preschoolers/,Bible Songs For Preschoolers For Preschoolers | Seeds Kids Worship,/songs\bible-songs-for-preschoolers-for-preschoolers/,0.3235,0.3735
Kids Faith Songs For Preschoolers | Seeds Kids Worship,/songs\kids-faith-songs-for-preschoolers/,Praise Kids Faith Songs | Seeds Kids Worship,/songs\praise-kids-faith-songs/,0.3224,0.3724
Kids Faith Songs For Preschoolers | Seeds Kids Worship,/songs\kids-faith-songs-for-preschoolers/,Worship Songs For Preschoolers | Seeds Kids Worship,/songs\worship-songs-for-preschoolers/,0.3159,0.3659
Kids Faith Songs For Preschoolers | Seeds Kids Worship,/songs\kids-faith-songs-for-preschoolers/,Kids Hymns For Preschoolers | Seeds Kids Worship,/songs\kids-hymns-for-preschoolers/,0.3129,0.3629
Kids Faith Songs For Preschoolers | Seeds Kids Worship,/songs\kids-faith-songs-for-preschoolers/,Bible Songs For Preschoolers For Kids | Seeds Kids Worship,/songs\bible-songs-for-preschoolers-for-kids/,0.3108,0.3608
Kids Faith Songs For Toddlers | Seeds Kids Worship,/songs\kids-faith-songs-for-toddlers/,Kids Faith Songs For Children | Seeds Kids Worship,/songs\kids-faith-songs-for-children/,0.4177,0.4677
Kids Faith Songs For Toddlers | Seeds Kids Worship,/songs\kids-faith-songs-for-toddlers/,Bible Songs For Kids For Toddlers | Seeds Kids Worship,/songs\bible-songs-for-kids-for-toddlers/,0.3304,0.3804
Kids Faith Songs For Toddlers | Seeds Kids Worship,/songs\kids-faith-songs-for-toddlers/,Children'S Faith Songs | Seeds Kids Worship,/songs\children-s-faith-songs/,0.3286,0.3786
Kids Faith Songs For Toddlers | Seeds Kids Worship,/songs\kids-faith-songs-for-toddlers/,Christian Songs For Toddlers Youtube | Seeds Kids Worship,/songs\christian-songs-for-toddlers-youtube/,0.3165,0.3665
Kids Faith Songs For Toddlers | Seeds Kids Worship,/songs\kids-faith-songs-for-toddlers/,Kids Memory Verse Songs For Toddlers | Seeds Kids Worship,/songs\kids-memory-verse-songs-for-toddlers/,0.3123,0.3623
Kids Faith Songs For Worship | Seeds Kids Worship,/songs\kids-faith-songs-for-worship/,Kids Faith Songs For Kids | Seeds Kids Worship,/songs\kids-faith-songs-for-kids/,0.3413,0.3913
Kids Faith Songs For Worship | Seeds Kids Worship,/songs\kids-faith-songs-for-worship/,Kids Faith Songs For Children | Seeds Kids Worship,/songs\kids-faith-songs-for-children/,0.329,0.379
Kids Faith Songs For Worship | Seeds Kids Worship,/songs\kids-faith-songs-for-worship/,Kids Faith Songs Cd | Seeds Kids Worship,/songs\kids-faith-songs-cd/,0.3161,0.3661
Kids Faith Songs For Worship | Seeds Kids Worship,/songs\kids-faith-songs-for-worship/,Kids Faith Songs Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-lyrics/,0.3113,0.3613
Kids Faith Songs For Worship | Seeds Kids Worship,/songs\kids-faith-songs-for-worship/,Kids Faith Songs For Church | Seeds Kids Worship,/songs\kids-faith-songs-for-church/,0.3104,0.3604
Kids Faith Songs Interactive | Seeds Kids Worship,/songs\kids-faith-songs-interactive/,Kids Praise Songs Interactive | Seeds Kids Worship,/songs\kids-praise-songs-interactive/,0.4206,0.4706
Kids Faith Songs Interactive | Seeds Kids Worship,/songs\kids-faith-songs-interactive/,Kids Spiritual Songs Interactive | Seeds Kids Worship,/songs\kids-spiritual-songs-interactive/,0.412,0.462
Kids Faith Songs Interactive | Seeds Kids Worship,/songs\kids-faith-songs-interactive/,Christian Kids Playlist Interactive | Seeds Kids Worship,/songs\christian-kids-playlist-interactive/,0.3676,0.4176
Kids Faith Songs Interactive | Seeds Kids Worship,/songs\kids-faith-songs-interactive/,Kids Church Music Interactive | Seeds Kids Worship,/songs\kids-church-music-interactive/,0.3608,0.4108
Kids Faith Songs Interactive | Seeds Kids Worship,/songs\kids-faith-songs-interactive/,Sunday School Worship Songs Interactive | Seeds Kids Worship,/songs\sunday-school-worship-songs-interactive/,0.357,0.407
Kids Faith Songs Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-lyrics/,Kids Faith Songs With Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-with-lyrics/,0.423,0.473
Kids Faith Songs Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-lyrics/,Praise Kids Faith Songs | Seeds Kids Worship,/songs\praise-kids-faith-songs/,0.3568,0.4068
Kids Faith Songs Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-lyrics/,Easy Kids Faith Songs | Seeds Kids Worship,/songs\easy-kids-faith-songs/,0.3454,0.3954
Kids Faith Songs Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-lyrics/,Kids Faith Songs Cd | Seeds Kids Worship,/songs\kids-faith-songs-cd/,0.335,0.385
Kids Faith Songs Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-lyrics/,Kids Christian Songs Lyrics | Seeds Kids Worship,/songs\kids-christian-songs-lyrics/,0.3309,0.3809
Kids Faith Songs Playlist | Seeds Kids Worship,/songs\kids-faith-songs-playlist/,Kids Faith Songs Cd | Seeds Kids Worship,/songs\kids-faith-songs-cd/,0.3241,0.3741
Kids Faith Songs Playlist | Seeds Kids Worship,/songs\kids-faith-songs-playlist/,Easy Kids Faith Songs | Seeds Kids Worship,/songs\easy-kids-faith-songs/,0.3107,0.3607
Kids Faith Songs Playlist | Seeds Kids Worship,/songs\kids-faith-songs-playlist/,Children Christian Songs Playlist | Seeds Kids Worship,/songs\children-christian-songs-playlist/,0.302,0.352
Kids Faith Songs Playlist | Seeds Kids Worship,/songs\kids-faith-songs-playlist/,Kids Christian Songs Playlist | Seeds Kids Worship,/songs\kids-christian-songs-playlist/,0.2809,0.3309
Kids Faith Songs Playlist | Seeds Kids Worship,/songs\kids-faith-songs-playlist/,Kids Faith Songs For Home | Seeds Kids Worship,/songs\kids-faith-songs-for-home/,0.2745,0.3245
Kids Faith Songs Videos | Seeds Kids Worship,/songs\kids-faith-songs-videos/,Kids Spiritual Songs Videos | Seeds Kids Worship,/songs\kids-spiritual-songs-videos/,0.4178,0.4678
Kids Faith Songs Videos | Seeds Kids Worship,/songs\kids-faith-songs-videos/,Children'S Choir Songs Videos | Seeds Kids Worship,/songs\children-s-choir-songs-videos/,0.3874,0.4374
Kids Faith Songs Videos | Seeds Kids Worship,/songs\kids-faith-songs-videos/,Children'S Church Songs Videos | Seeds Kids Worship,/songs\children-s-church-songs-videos/,0.3659,0.4159
Kids Faith Songs Videos | Seeds Kids Worship,/songs\kids-faith-songs-videos/,Kids Praise Songs Videos | Seeds Kids Worship,/songs\kids-praise-songs-videos/,0.3316,0.3816
Kids Faith Songs Videos | Seeds Kids Worship,/songs\kids-faith-songs-videos/,Children'S Church Music Videos | Seeds Kids Worship,/songs\children-s-church-music-videos/,0.3256,0.3756
Kids Faith Songs With Actions | Seeds Kids Worship,/songs\kids-faith-songs-with-actions/,Christian Songs With Actions | Seeds Kids Worship,/songs\christian-songs-with-actions/,0.3832,0.4332
Kids Faith Songs With Actions | Seeds Kids Worship,/songs\kids-faith-songs-with-actions/,Kids Christian Songs With Actions | Seeds Kids Worship,/songs\kids-christian-songs-with-actions/,0.3759,0.4259
Kids Faith Songs With Actions | Seeds Kids Worship,/songs\kids-faith-songs-with-actions/,Kids Worship Songs With Actions | Seeds Kids Worship,/songs\kids-worship-songs-with-actions/,0.3751,0.4251
Kids Faith Songs With Actions | Seeds Kids Worship,/songs\kids-faith-songs-with-actions/,Bible Songs For Kids With Actions | Seeds Kids Worship,/songs\bible-songs-for-kids-with-actions/,0.3513,0.4013
Kids Faith Songs With Actions | Seeds Kids Worship,/songs\kids-faith-songs-with-actions/,Children'S Choir Songs With Actions | Seeds Kids Worship,/songs\children-s-choir-songs-with-actions/,0.3445,0.3945
Kids Faith Songs With Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-with-lyrics/,Kids Faith Songs Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-lyrics/,0.423,0.473
Kids Faith Songs With Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-with-lyrics/,Kids Spiritual Songs Lyrics | Seeds Kids Worship,/songs\kids-spiritual-songs-lyrics/,0.3166,0.3666
Kids Faith Songs With Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-with-lyrics/,Preschool Christian Songs Lyrics | Seeds Kids Worship,/songs\preschool-christian-songs-lyrics/,0.312,0.362
Kids Faith Songs With Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-with-lyrics/,Kids Religion Songs | Seeds Kids Worship,/songs\kids-religion-songs/,0.2984,0.3484
Kids Faith Songs With Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-with-lyrics/,Kids Faith Songs For Preschoolers | Seeds Kids Worship,/songs\kids-faith-songs-for-preschoolers/,0.293,0.343
Kids Faith Songs With Motions | Seeds Kids Worship,/songs\kids-faith-songs-with-motions/,Kids Praise Songs With Motions Lyrics | Seeds Kids Worship,/songs\kids-praise-songs-with-motions-lyrics/,0.447,0.497
Kids Faith Songs With Motions | Seeds Kids Worship,/songs\kids-faith-songs-with-motions/,Kids Church Music With Actions | Seeds Kids Worship,/songs\kids-church-music-with-actions/,0.4109,0.4609
Kids Faith Songs With Motions | Seeds Kids Worship,/songs\kids-faith-songs-with-motions/,Kids Hymns With Motions | Seeds Kids Worship,/songs\kids-hymns-with-motions/,0.4091,0.4591
Kids Faith Songs With Motions | Seeds Kids Worship,/songs\kids-faith-songs-with-motions/,Children'S Church Songs With Motions | Seeds Kids Worship,/songs\children-s-church-songs-with-motions/,0.4049,0.4549
Kids Faith Songs With Motions | Seeds Kids Worship,/songs\kids-faith-songs-with-motions/,Worship Songs With Motions And Lyrics | Seeds Kids Worship,/songs\worship-songs-with-motions-and-lyrics/,0.4013,0.4513
Kids Faith Songs Youtube | Seeds Kids Worship,/songs\kids-faith-songs-youtube/,Kids Spiritual Songs Youtube | Seeds Kids Worship,/songs\kids-spiritual-songs-youtube/,0.4387,0.4887
Kids Faith Songs Youtube | Seeds Kids Worship,/songs\kids-faith-songs-youtube/,Children Singing Songs Youtube | Seeds Kids Worship,/songs\children-singing-songs-youtube/,0.37,0.42
Kids Faith Songs Youtube | Seeds Kids Worship,/songs\kids-faith-songs-youtube/,Children'S Church Songs Youtube | Seeds Kids Worship,/songs\children-s-church-songs-youtube/,0.3646,0.4146
Kids Faith Songs Youtube | Seeds Kids Worship,/songs\kids-faith-songs-youtube/,Kids Praise Songs Youtube | Seeds Kids Worship,/songs\kids-praise-songs-youtube/,0.3544,0.4044
Kids Faith Songs Youtube | Seeds Kids Worship,/songs\kids-faith-songs-youtube/,Christian Kids Songs Youtube | Seeds Kids Worship,/songs\christian-kids-songs-youtube/,0.3445,0.3945
Kids Faith Tv Jesus Son Of God | Seeds Kids Worship,/songs\kids-faith-tv-jesus-son-of-god/,Jesus Loves Me | Seeds Kids Worship,/songs\jesus-loves-me/,0.2609,0.3109
Kids Faith Tv Jesus Son Of God | Seeds Kids Worship,/songs\kids-faith-tv-jesus-son-of-god/,Kids Faith Tv Walking With Jesus | Seeds Kids Worship,/songs\kids-faith-tv-walking-with-jesus/,0.2171,0.2671
Kids Faith Tv Jesus Son Of God | Seeds Kids Worship,/songs\kids-faith-tv-jesus-son-of-god/,What Is The God'S Love Verse For Kids? | Seeds Kids Worship,/songs\what-is-the-god-s-love-verse-for-kids/,0.1742,0.2242
Kids Faith Tv Jesus Son Of God | Seeds Kids Worship,/songs\kids-faith-tv-jesus-son-of-god/,Bible Songs For Kids Jesus Loves Me | Seeds Kids Worship,/songs\bible-songs-for-kids-jesus-loves-me/,0.1657,0.2157
Kids Faith Tv Jesus Son Of God | Seeds Kids Worship,/songs\kids-faith-tv-jesus-son-of-god/,The Bible Tells Me So Book | Seeds Kids Worship,/songs\the-bible-tells-me-so-book/,0.1645,0.2145
Kids Faith Tv Songs | Seeds Kids Worship,/songs\kids-faith-tv-songs/,Kids Faith Tv What A Mighty God We Serve | Seeds Kids Worship,/songs\kids-faith-tv-what-a-mighty-god-we-serve/,0.327,0.377
Kids Faith Tv Songs | Seeds Kids Worship,/songs\kids-faith-tv-songs/,Kids Faith Tv Walking With Jesus | Seeds Kids Worship,/songs\kids-faith-tv-walking-with-jesus/,0.2982,0.3482
Kids Faith Tv Songs | Seeds Kids Worship,/songs\kids-faith-tv-songs/,Kids Faith Songs Videos | Seeds Kids Worship,/songs\kids-faith-songs-videos/,0.2569,0.3069
Kids Faith Tv Songs | Seeds Kids Worship,/songs\kids-faith-tv-songs/,Kids Worship Videos | Seeds Kids Worship,/songs\kids-worship-videos/,0.2011,0.2511
Kids Faith Tv Songs | Seeds Kids Worship,/songs\kids-faith-tv-songs/,Kids Gospel Music Videos | Seeds Kids Worship,/songs\kids-gospel-music-videos/,0.1966,0.2466
Kids Faith Tv Walking With Jesus | Seeds Kids Worship,/songs\kids-faith-tv-walking-with-jesus/,Kids Faith Tv Songs | Seeds Kids Worship,/songs\kids-faith-tv-songs/,0.2982,0.3482
Kids Faith Tv Walking With Jesus | Seeds Kids Worship,/songs\kids-faith-tv-walking-with-jesus/,Kids Faith Tv What A Mighty God We Serve | Seeds Kids Worship,/songs\kids-faith-tv-what-a-mighty-god-we-serve/,0.2739,0.3239
Kids Faith Tv Walking With Jesus | Seeds Kids Worship,/songs\kids-faith-tv-walking-with-jesus/,Kids Faith Songs For Children | Seeds Kids Worship,/songs\kids-faith-songs-for-children/,0.2441,0.2941
Kids Faith Tv Walking With Jesus | Seeds Kids Worship,/songs\kids-faith-tv-walking-with-jesus/,What Is Good Kids' Most Popular Song? | Seeds Kids Worship,/songs\what-is-good-kids-most-popular-song/,0.2182,0.2682
Kids Faith Tv Walking With Jesus | Seeds Kids Worship,/songs\kids-faith-tv-walking-with-jesus/,Kids Faith Tv Jesus Son Of God | Seeds Kids Worship,/songs\kids-faith-tv-jesus-son-of-god/,0.2171,0.2671
Kids Faith Tv What A Mighty God We Serve | Seeds Kids Worship,/songs\kids-faith-tv-what-a-mighty-god-we-serve/,Kids Faith Tv Songs | Seeds Kids Worship,/songs\kids-faith-tv-songs/,0.327,0.377
Kids Faith Tv What A Mighty God We Serve | Seeds Kids Worship,/songs\kids-faith-tv-what-a-mighty-god-we-serve/,Kids Faith Tv Walking With Jesus | Seeds Kids Worship,/songs\kids-faith-tv-walking-with-jesus/,0.2739,0.3239
Kids Faith Tv What A Mighty God We Serve | Seeds Kids Worship,/songs\kids-faith-tv-what-a-mighty-god-we-serve/,Kids Faith Music | Seeds Kids Worship,/songs\kids-faith-music/,0.1994,0.2494
Kids Faith Tv What A Mighty God We Serve | Seeds Kids Worship,/songs\kids-faith-tv-what-a-mighty-god-we-serve/,Kids Faith Songs For Church | Seeds Kids Worship,/songs\kids-faith-songs-for-church/,0.1969,0.2469
Kids Faith Tv What A Mighty God We Serve | Seeds Kids Worship,/songs\kids-faith-tv-what-a-mighty-god-we-serve/,Kids Faith Songs With Lyrics | Seeds Kids Worship,/songs\kids-faith-songs-with-lyrics/,0.1904,0.2404
Kids God Songs Kannada | Seeds Kids Worship,/songs\kids-god-songs-kannada/,Children'S Devotional Songs Kannada Lyrics | Seeds Kids Worship,/songs\children-s-devotional-songs-kannada-lyrics/,0.4994,0.5494
Kids God Songs Kannada | Seeds Kids Worship,/songs\kids-god-songs-kannada/,Kids Devotional Songs In Tamil | Seeds Kids Worship,/songs\kids-devotional-songs-in-tamil/,0.3254,0.3754
Kids God Songs Kannada | Seeds Kids Worship,/songs\kids-god-songs-kannada/,Kids God Songs | Seeds Kids Worship,/songs\kids-god-songs/,0.2447,0.2947
Kids God Songs Kannada | Seeds Kids Worship,/songs\kids-god-songs-kannada/,Christian Kids Songs In Spanish | Seeds Kids Worship,/songs\christian-kids-songs-in-spanish/,0.2319,0.2819
Kids God Songs Kannada | Seeds Kids Worship,/songs\kids-god-songs-kannada/,Kids Christian Songs Tamil | Seeds Kids Worship,/songs\kids-christian-songs-tamil/,0.1996,0.2496
Kids God Songs | Seeds Kids Worship,/songs\kids-god-songs/,Kids God Songs Kannada | Seeds Kids Worship,/songs\kids-god-songs-kannada/,0.2447,0.2947
Kids God Songs | Seeds Kids Worship,/songs\kids-god-songs/,Kids Praise Songs For Children | Seeds Kids Worship,/songs\kids-praise-songs-for-children/,0.2266,0.2766
Kids God Songs | Seeds Kids Worship,/songs\kids-god-songs/,What Is The Best Song Ever For Kids? | Seeds Kids Worship,/songs\what-is-the-best-song-ever-for-kids/,0.2264,0.2764
Kids God Songs | Seeds Kids Worship,/songs\kids-god-songs/,Kids Faith Music | Seeds Kids Worship,/songs\kids-faith-music/,0.2255,0.2755
Kids God Songs | Seeds Kids Worship,/songs\kids-god-songs/,Children Christian Songs | Seeds Kids Worship,/songs\children-christian-songs/,0.2201,0.2701
Kids Gospel Music App | Seeds Kids Worship,/songs\kids-gospel-music-app/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.4201,0.4701
Kids Gospel Music App | Seeds Kids Worship,/songs\kids-gospel-music-app/,Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,0.4068,0.4568
Kids Gospel Music App | Seeds Kids Worship,/songs\kids-gospel-music-app/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.385,0.435
Kids Gospel Music App | Seeds Kids Worship,/songs\kids-gospel-music-app/,Kids Gospel Music Songs | Seeds Kids Worship,/songs\kids-gospel-music-songs/,0.3838,0.4338
Kids Gospel Music App | Seeds Kids Worship,/songs\kids-gospel-music-app/,Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,0.3729,0.4229
Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,0.5052,0.5552
Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,0.501,0.551
Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.4695,0.5195
Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,Kids Gospel Music Songs | Seeds Kids Worship,/songs\kids-gospel-music-songs/,0.4542,0.5042
Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,Simple Kids Gospel Music | Seeds Kids Worship,/songs\simple-kids-gospel-music/,0.4497,0.4997
Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.4649,0.5149
Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,0.4581,0.5081
Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.4424,0.4924
Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,0.4388,0.4888
Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,Kids Gospel Music For Home | Seeds Kids Worship,/songs\kids-gospel-music-for-home/,0.436,0.486
Kids Gospel Music For Babies | Seeds Kids Worship,/songs\kids-gospel-music-for-babies/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.3599,0.4099
Kids Gospel Music For Babies | Seeds Kids Worship,/songs\kids-gospel-music-for-babies/,Kids Worship Music For Babies | Seeds Kids Worship,/songs\kids-worship-music-for-babies/,0.3594,0.4094
Kids Gospel Music For Babies | Seeds Kids Worship,/songs\kids-gospel-music-for-babies/,Kids Gospel Music For Home | Seeds Kids Worship,/songs\kids-gospel-music-for-home/,0.3583,0.4083
Kids Gospel Music For Babies | Seeds Kids Worship,/songs\kids-gospel-music-for-babies/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.3499,0.3999
Kids Gospel Music For Babies | Seeds Kids Worship,/songs\kids-gospel-music-for-babies/,Kids Church Music For Babies | Seeds Kids Worship,/songs\kids-church-music-for-babies/,0.344,0.394
Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.5052,0.5552
Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,0.4617,0.5117
Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,0.4581,0.5081
Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.4574,0.5074
Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,Kids Gospel Music For Kids | Seeds Kids Worship,/songs\kids-gospel-music-for-kids/,0.4473,0.4973
Kids Gospel Music For Church | Seeds Kids Worship,/songs\kids-gospel-music-for-church/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.3934,0.4434
Kids Gospel Music For Church | Seeds Kids Worship,/songs\kids-gospel-music-for-church/,Worship Kids Gospel Music | Seeds Kids Worship,/songs\worship-kids-gospel-music/,0.3815,0.4315
Kids Gospel Music For Church | Seeds Kids Worship,/songs\kids-gospel-music-for-church/,Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,0.3723,0.4223
Kids Gospel Music For Church | Seeds Kids Worship,/songs\kids-gospel-music-for-church/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.3703,0.4203
Kids Gospel Music For Church | Seeds Kids Worship,/songs\kids-gospel-music-for-church/,Kids Gospel Music For Kids | Seeds Kids Worship,/songs\kids-gospel-music-for-kids/,0.3651,0.4151
Kids Gospel Music For Home | Seeds Kids Worship,/songs\kids-gospel-music-for-home/,Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,0.4402,0.4902
Kids Gospel Music For Home | Seeds Kids Worship,/songs\kids-gospel-music-for-home/,Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,0.436,0.486
Kids Gospel Music For Home | Seeds Kids Worship,/songs\kids-gospel-music-for-home/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.4341,0.4841
Kids Gospel Music For Home | Seeds Kids Worship,/songs\kids-gospel-music-for-home/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.4088,0.4588
Kids Gospel Music For Home | Seeds Kids Worship,/songs\kids-gospel-music-for-home/,Kids Gospel Music For Kids | Seeds Kids Worship,/songs\kids-gospel-music-for-kids/,0.4006,0.4506
Kids Gospel Music For Kids | Seeds Kids Worship,/songs\kids-gospel-music-for-kids/,What Is Gospel Music For Kids? | Seeds Kids Worship,/songs\what-is-gospel-music-for-kids/,0.4556,0.5056
Kids Gospel Music For Kids | Seeds Kids Worship,/songs\kids-gospel-music-for-kids/,Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,0.4473,0.4973
Kids Gospel Music For Kids | Seeds Kids Worship,/songs\kids-gospel-music-for-kids/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.4336,0.4836
Kids Gospel Music For Kids | Seeds Kids Worship,/songs\kids-gospel-music-for-kids/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.4327,0.4827
Kids Gospel Music For Kids | Seeds Kids Worship,/songs\kids-gospel-music-for-kids/,Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,0.4078,0.4578
Kids Gospel Music For Preschoolers | Seeds Kids Worship,/songs\kids-gospel-music-for-preschoolers/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.4052,0.4552
Kids Gospel Music For Preschoolers | Seeds Kids Worship,/songs\kids-gospel-music-for-preschoolers/,Children'S Ministry Music For Preschoolers | Seeds Kids Worship,/songs\children-s-ministry-music-for-preschoolers/,0.3599,0.4099
Kids Gospel Music For Preschoolers | Seeds Kids Worship,/songs\kids-gospel-music-for-preschoolers/,Kids Gospel Music Download | Seeds Kids Worship,/songs\kids-gospel-music-download/,0.3372,0.3872
Kids Gospel Music For Preschoolers | Seeds Kids Worship,/songs\kids-gospel-music-for-preschoolers/,Christian Songs For Preschoolers | Seeds Kids Worship,/songs\christian-songs-for-preschoolers/,0.3221,0.3721
Kids Gospel Music For Preschoolers | Seeds Kids Worship,/songs\kids-gospel-music-for-preschoolers/,Kids Gospel Music For Toddlers | Seeds Kids Worship,/songs\kids-gospel-music-for-toddlers/,0.3153,0.3653
Kids Gospel Music For Toddlers | Seeds Kids Worship,/songs\kids-gospel-music-for-toddlers/,Children'S Ministry Music For Toddlers | Seeds Kids Worship,/songs\children-s-ministry-music-for-toddlers/,0.3565,0.4065
Kids Gospel Music For Toddlers | Seeds Kids Worship,/songs\kids-gospel-music-for-toddlers/,What Is Gospel Music For Kids? | Seeds Kids Worship,/songs\what-is-gospel-music-for-kids/,0.332,0.382
Kids Gospel Music For Toddlers | Seeds Kids Worship,/songs\kids-gospel-music-for-toddlers/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.3239,0.3739
Kids Gospel Music For Toddlers | Seeds Kids Worship,/songs\kids-gospel-music-for-toddlers/,Worship Songs For Toddlers For Toddlers | Seeds Kids Worship,/songs\worship-songs-for-toddlers-for-toddlers/,0.3232,0.3732
Kids Gospel Music For Toddlers | Seeds Kids Worship,/songs\kids-gospel-music-for-toddlers/,Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,0.3189,0.3689
Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,Kids Gospel Music Cd | Seeds Kids Worship,/songs\kids-gospel-music-cd/,0.501,0.551
Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,Kids Gospel Music For Children | Seeds Kids Worship,/songs\kids-gospel-music-for-children/,0.4617,0.5117
Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,Kids Gospel Music With Lyrics | Seeds Kids Worship,/songs\kids-gospel-music-with-lyrics/,0.4459,0.4959
Kids Gospel Music For Worship | Seeds Kids Worship,/songs\kids-gospel-music-for-worship/,Kids Gospel Music For Home | Seeds Kids Worship,/songs\kids-gospel-music-for-home/,0.4402,0.4902
