Song Number,Song Title,Album,Year,Scripture Reference,Webpage URL,Spotify Link,Description,Publication Date,Duration,Target Age Group,Musical Style,Lyrics
53,God Is Everlasting,The Character of God,2012,Psalm 90:1–2,https://seedskidsworship.com/product/god-is-everlasting-psalm-901-2-2/,https://open.spotify.com/track/5tFnnUsEmsax4kwKbM1EAW,"Based on Psalm 90:1-2, this song proclaims that from everlasting to everlasting the Lord is God, reminding kids that God is eternal and our dwelling place for all generations.",09/26/2012,3:51,Ages 3-12,Scripture Song,"Verse:
Lord, You have been our dwelling place in all generations
Before the mountains were brought forth
Or ever You had formed the earth and the world
Lord, You have been our dwelling place in all generations
Before the mountains were brought forth
Or ever You had formed the earth and the world
Chorus:
From everlasting to everlasting
You are God, You are God
From everlasting to everlasting
You are God, You are God
Bridge:
For a thousand years, a thousand years in Your sight
Are but yesterday when it is past
For a thousand years, a thousand years in Your sight
Are but yesterday when it is past
Repeat Chorus
Outro:
From everlasting to everlasting
You are God...
"
54,God Is Faithful,The Character of God,2012,1 Corinthians 1:8–9,https://seedskidsworship.com/product/god-is-faithful-1-corinthians-18-9-2/,https://open.spotify.com/track/2DF5hWhrP3k37wp7LLs49U,"Taken from 1 Corinthians 1:8-9, this song reassures children that God will keep them strong to the end because He is faithful and has called them into fellowship with His Son.",09/26/2012,3:32,Ages 3-12,Hope & Encouragement,"Verse:
Faithful, God is faithful
By whom you were called
Into the fellowship of His Son
Faithful, God is faithful
By whom you were called
Into the fellowship of His Son
Jesus Christ our Lord
Chorus:
Who will sustain you
Who will sustain you to the end
Guiltless in the day
Of our Lord Jesus Christ
Yeah, yeah, yeah, yeah
Repeat Chorus (variation):
Who will sustain you
Who will sustain you
Who will sustain you
Who will sustain you to the end
Guiltless in the day
Of our Lord Jesus Christ
Yeah, yeah, yeah, yeah
Outro:
Faithful... God is faithful...
"
55,God Is Holy,The Character of God,2012,Isaiah 6:1–3,https://seedskidsworship.com/product/god-is-holy-isaiah-611-3/,https://open.spotify.com/track/4nYY3RhjsRJoefzGaJqLoM,"Isaiah 6:1-3 forms the basis of this worshipful song, calling attention to God’s holiness as the seraphim proclaim ‘Holy, holy, holy is the Lord of hosts’ and inviting children to join that praise.",09/26/2012,4:15,Ages 3-12,Praise & Worship,"Verse:
In the year that King Uzziah died
I saw the Lord sitting upon a throne
High and lifted up
And the train of His robe filled the temple
Above Him stood the seraphim
Each had six wings:
With two he covered his face
With two he covered his feet
And with two he flew
And one called to another and said:
Chorus:
Holy, holy, holy is the LORD of hosts
The whole earth is full of His glory, His glory
Bridge:
Holy, holy, holy is the LORD of hosts
Holy, holy, holy, holy, holy, holy
Holy, holy, holy is the LORD of hosts
Holy, holy, holy is the LORD of hosts
Chorus + Bridge Together:
Holy, holy, holy is the LORD of hosts
(Holy, holy, holy is the LORD of hosts,
Holy, holy, holy, holy, holy, holy)
The whole earth is full of His glory, His glory
(Holy, holy, holy is the LORD of hosts,
Holy, holy, holy is the LORD of hosts)
Repeat Chorus + Bridge Together

"
56,God Is Jealous,The Character of God,2012,Exodus 20:3–5a,https://seedskidsworship.com/product/god-is-jealous-exodus-203-5a-2/,https://open.spotify.com/track/51cQqj5clUpgBZj8jl3VUt,"From Exodus 20:3-5a, this song teaches that God is a jealous God who calls His people to worship Him alone and warns against idols, helping kids understand God’s righteous jealousy.",09/26/2012,3:03,Ages 3-12,Reverence & Obedience,"Verse:
You shall have no other gods before me
You shall not make for yourself a carved image
Or any likeness of anything
That is in heaven above
Or that is in the earth beneath
Or that is in the water under the earth
Pre-Chorus:
You shall not bow down to them or serve them
You shall not bow down to them or serve them
Chorus:
For I, the LORD your God, am a jealous God
A jealous God
For I, the LORD your God, am a jealous God
A jealous God
"
57,God Is Light,The Character of God,2012,1 John 1:5 & 7,https://seedskidsworship.com/product/god-is-light-1-john-15-7/,https://open.spotify.com/track/0mO7CLTnbFqJPYMdUoOpPB,"Based on 1 John 1:5,7, this song highlights that God is light and in Him there is no darkness; it encourages children to walk in the light and enjoy fellowship with Him and with one another.",09/26/2012,3:37,Ages 3-12,Light & Fellowship,"Verse:
This is the message
This is the message we have heard from Him
And proclaim to you
This is the message
This is the message we have heard from Him
And proclaim to you
Chorus:
That God is light
And in Him is no darkness at all
That God is light
And in Him is no darkness at all... at all
Repeat Verse
Repeat Chorus
Bridge:
But if we walk in the light
As He is in the light
But if we walk in the light
As He is in the light
We have fellowship
We have fellowship with one another
Repeat Bridge
"
58,God Is Love,The Character of God,2012,1 John 4:16,https://seedskidsworship.com/product/god-is-love-1-john-416/,https://open.spotify.com/track/2297NrvT6CYyVLjqhRVhyF,Scripture song declaring that God is love and encouraging children to trust His perfect love.,09/26/2012,4:28,All Ages,Scripture Song,"Verse:
So we have come to know
And to believe
The love that God has for us
So we have come to know
And to believe
The love that God has for us
Channel:
God is love
God is love
Chorus:
God is love! God is love!
God is love! God is love!
Repeat Verse
Repeat Chorus
Bridge:
Whoever abides in love abides in God
And God abides in him
Whoever abides in love abides in God
And God abides in him
Whoever abides in love abides in God
And God abides in him
Whoever abides in love abides in God
And God abides in him
Repeat Channel
Repeat Chorus (x2)
La-la-la-love comes in over 2nd chorus
Outro:
(Instrumental fade)
"
59,God Is Spirit And Truth,The Character of God,2012,John 4:23–24,https://seedskidsworship.com/product/god-is-spirit-and-truth-john-423-24-2/,https://open.spotify.com/track/11Fc1v8dyIfItMKHScL164,Scripture song teaching that God seeks true worshipers who worship in spirit and truth.,09/26/2012,3:14,All Ages,Scripture Song,"Verse:
But the hour is coming and is now here
When the true worshipers will worship the Father
In Spirit and truth
Pre-Chorus:
For the Father is seeking
Such people to worship Him
For the Father is seeking
Such people to worship Him
Chorus:
God is Spirit
And those who worship Him
Must worship in Spirit and truth
Repeat Verse
Repeat Chorus
Outro:
Ooh, ooh, ooh
God is truth, truth, truth
Ooh, ooh, ooh
God is truth, truth, truth
(Repeat x4)"
60,God Is Unchanging,The Character of God,2012,Hebrews 13:8,https://seedskidsworship.com/product/god-is-unchanging-hebrews-138/,https://open.spotify.com/track/2ShIo4PROK4vIl661uUfxe,Comforting song about God's unchanging nature from Hebrews 13:8,09/26/2012,2:37,All Ages,Scripture Song,"Verse:
Jesus Christ is the same
Yesterday and today and forever
Jesus Christ is the same
Yesterday and today and forever
Chorus:
He's the same (yesterday and today)
He's the same (and today and forever)
He's the same (yesterday and today)
Yesterday, today and forever
Bridge:
He's the same
He's the same
He's the same
Yesterday and today and forever
Repeat Chorus
Outro:
Hebrews 13:8
Jesus Christ is the same
Yesterday and today and forever
"
61,God Is Wise,The Character of God,2012,Romans 11:33–36,https://seedskidsworship.com/product/god-is-wise-romans-1133-36/,https://open.spotify.com/track/4a7EMXrrIkvcLjRHkefkIW,Majestic song declaring God's unsearchable wisdom from Romans 11:33-36,09/26/2012,4:13,All Ages,Scripture Song,"Verse:
Oh, the depth of the riches
And wisdom and knowledge of God!
How unsearchable are His judgments
And how inscrutable His ways!
For who has known the mind of the Lord?
Or who has been His counselor?
Or who has given a gift to Him
That He might be repaid?
Chorus:
For from Him and through Him and to Him are all things
To Him be glory forever
Amen, amen
For from Him and through Him and to Him are all things
To Him be glory forever
Amen, amen
Turnaround:
La la la...
La la la...
Repeat Verse
Repeat Chorus
Solo:
La la la...
La la la...
Bridge:
To Him be glory forever
To Him be glory forever
To Him be glory forever
To Him be glory forever, glory forever, glory forever
Repeat Chorus
Tag:
Amen, amen
Amen, amen
"
158,We Trust,The Character of God (Bonus Track),2012,Psalm 20:7,https://seedskidsworship.com/product/we-trust-psalm-207-2/,https://open.spotify.com/track/7kIwOgD2XiCjPVw103Rc1y,Trust song contrasting trust in chariots versus trust in God from Psalm 20:7,04-01-2012,5:02,Ages 6-12,Trust & Dependence,"Verse:
Some trust in chariots, and some in horses
Some trust in chariots, and some in horses... yeah
Some trust in chariots, and some in horses
Some trust in chariots, and some in horses... yeah
Chorus:
But we trust in the name of the Lord our God
But we trust in the name of the Lord our God
We trust in the name of the Lord our God
But we trust in the name of the Lord our God... yeah
Repeat Verse
Repeat Chorus
"
96,Not Even One,The Great Jungle Journey EP,2024,Psalm 14:3,https://seedskidsworship.com/product/not-even-one-psalm-143/,https://open.spotify.com/track/7lNIMioV9aGgfylJSwJs3Q,Empowering anthem from Romans 1:16 encouraging believers to boldly proclaim the gospel without shame because it is the power of God for salvation.,03/05/2020,3:38,Ages 3-12,Boldness & Faith,"The Lord looks down from heaven  
On the children of man  
To see if there are any  
Any who understand  

Who seek after God  
Who seek after God  

They have all turned aside  
Together they have become corrupt  
There is none who does good  
Not even one  
Not even one"
25,Cast Your Cares,The Power of Encouragement,2008,Psalm 55:22,https://seedskidsworship.com/product/the-power-of-encouragement/,https://open.spotify.com/track/2E2NY7fSqqxEA9LIIal0rH,Comforting song teaching children to cast their cares on the Lord who will sustain them and never let the righteous be shaken,03/15/2008,2:59,All Ages,Comfort & Trust,"Cast your cares on the Lord  
And He will sustain you  
He will sustain you  
Cast your cares on the Lord  
And He will sustain you  
He will sustain you  
And He will never, never, never  
Let the righteous fall  
Let the righteous fall, no!  
He will never, never, never  
Let the righteous fall  
Let the righteous fall, no!"
50,Go,The Power of Encouragement,2008,Matthew 28:19,https://seedskidsworship.com/product/go-matthew-2819-2/,https://open.spotify.com/track/5YA1tigSYmzLLedM6J3dEW,"A stirring song based on the Great Commission in Matthew 28:19, urging children to ‘go’ and make disciples of all nations, baptizing them and teaching them to follow Jesus.",11/08/2008,3:55,Ages 3-12,Mission & Evangelism,"Therefore go and make disciples of all  
Nations, baptizing them  
In the name of the Father and of the Son and of the Holy Spirit  
Of the Father and of the Son and of the Holy Spirit  
Here we go! Run!  
Here we go! Clap your hands!  
Here we go! Go go go go go go go go go go!  
Go! Let’s go! Let’s go!  
Go! Hey! Hey! Hey!  
One, Two, Three, Four, Go! "
66,Heavenly Lights,The Power of Encouragement,2008,James 1:17,https://seedskidsworship.com/product/heavenly-lights-james-117/,https://open.spotify.com/track/76JHpEX7hDolaI6ZbjbOBp,Encouraging song about every good gift coming from the Father of lights from James 1:17,03/15/2008,4:05,All Ages,Encouragement & Hope,"Every good and perfect gift is from above  
Coming down from the Father of heavenly lights  
Heavenly lights, heavenly lights  
The heavenly lights, the heavenly lights  
Heavenly lights  
Who does not change like shifting shadows  
Who does not change like shifting shadows  
Who does not change  
The heavenly lights, the heavenly lights  
The heavenly lights  
Lights"
116,Soar Like Eagles,The Power of Encouragement,2008,Isaiah 40:29–31,https://seedskidsworship.com/product/soar-like-eagles-isaiah-4029-31-2/,https://open.spotify.com/track/5pGLM8LPc0zPqOdvy3Za2r,Encouraging song about finding strength in God to soar like eagles from Isaiah 40:29-31,03-15-2008,4:11,Ages 5-12,Encouragement & Strength,"He gives strength to the weary  
And increases the power of the weak  
Even youths grow tired and weary  
And young men stumble and fall  
But those who hope in the Lord will renew their strength  
They will soar on wings like eagles  
They will run and not grow weary  
They will walk and not be faint  
They will walk and not be faint"
119,Take Heart,The Power of Encouragement,2008,John 16:33,https://seedskidsworship.com/product/take-heart-john-1633-2/,https://open.spotify.com/track/0UGAUmPktmCqgJBdVSLtEO,Comforting song encouraging children to take heart because Jesus has overcome the world from John 16:33,03-15-2008,4:23,Ages 5-10,Comfort & Courage,"I have told you these things  
So that in Me you may have peace  
I have told you these things  
So that in Me you may have peace  
In this world you will have trouble  
In this world you will have trouble  
Yeah  
Take heart! Take heart!  
I have overcome, overcome the world  
Take heart! Take heart!  
I have overcome, overcome the world  
I have overcome, overcome  
I have overcome, overcome the world  
Take heart! Take heart!  
Take heart! Take heart!"
137,The Secret,The Power of Encouragement,2008,Philippians 4:12–13,https://seedskidsworship.com/product/the-secret-philippians-412-13/,https://open.spotify.com/track/77apfwaltoG9E2TdOULCFm,Encouraging song about finding contentment and strength in Christ from Philippians 4:12-13,03-15-2008,3:35,Ages 6-12,Contentment & Strength,"I know what it is to be in need  
And I know what it is to have plenty  
I have learned the secret of being content  
In any and every situation  
Whether well fed or hungry  
Whether living in plenty or in want  
I can do everything through Him who gives me strength  
I can do everything through Him who gives me strength  
I have learned the secret  
I know the secret  
Do you want to know the secret of being content?  
Then come on, come on! Here we go now, say…  
I can do everything through Him who gives me strength  
Now I know the secret  
(You can’t handle the secret!) "
146,Think About It,The Power of Encouragement,2008,Philippians 4:8,https://seedskidsworship.com/product/think-about-it-philippians-48/,https://open.spotify.com/track/0BXZNXDf7vbdCtQQLYm6Jy,Thoughtful song about focusing on what is true noble and praiseworthy from Philippians 4:8,03-15-2008,3:34,Ages 6-12,Mind & Meditation,"Finally, brothers, whatever is true  
Whatever is noble, whatever is right  
Whatever is pure, whatever is lovely  
Whatever is admirable  
If anything is excellent or praiseworthy  
Think about such things  
Think about such things  
Think about, think about, think about such things  
Think about, think about, think about such things  
Yeah, yeah, yeah, yeah, yeah  
True, noble, right, pure, lovely  
Admirable, excellent, praiseworthy  
Think about, think about…  
Think (think) a (a) bout (bout) it (oh) yeah! (yeah!)"
80,Joy,The Power of Encouragement / Seeds of Christmas,2008,Luke 2:8–14,https://seedskidsworship.com/product/joy-luke-28-14/,https://open.spotify.com/track/2JNFXi6aiQnKEt7iGqxCad,Christmas song celebrating the joy of Christ's birth from Luke 2:8-14,03/15/2008,4:17,Ages 3-12,Christmas Joy,"And there were shepherds living out in the fields nearby  
Keeping watch over their flocks at night  
An angel of the Lord appeared to them  
And the glory of the Lord shone around them  
And they were terrified. But the angel said to them  
Do not be afraid. I bring you good news  
Of great joy that will be for all the people  
Joy that will be for all the people  
Today in the town of David  
A Savior has been born to you  
He is Christ the Lord  
He is Christ the Lord  
Glory to God in the highest  
And on earth peace to men on whom His favor rests"
135,The Resurrection,The Resurrection (Easter Collection),2022,John 11:25–27,https://seedskidsworship.com/product/the-resurrection-john-1125-27/,https://open.spotify.com/track/6DJp1TbCHQ7JM3OAwcCVZl,Easter song celebrating Jesus as the resurrection and the life from John 11:25-27,04-01-2022,2:44,Ages 5-12,Easter & Resurrection,"I am the resurrection  
And the life  
Whoever believes in me  
Though he die yet shall he live  
Shall he live  
And everyone who lives and believes in me  
Shall never die  
Shall never die  
And everyone who lives and believes in me  
Shall never die  
Shall never die  
Do you believe this?  
Do you believe this?  
Yes Lord I believe that you are the Christ  
The Son of God who is coming into the world  
Yes Lord I believe that you are the Christ  
The Son of God who is coming into the world  
"
4,A Woman Who Fears The Lord,The Word of God,2014,Proverbs 31:30,https://seedskidsworship.com/product/a-woman-who-fears-the-lord-proverbs-3130/,https://open.spotify.com/track/1ZDKZA7Sz2ECitixZcmoaj,Character-building song teaching about the virtue and beauty of fearing the Lord,08/12/2014,3:11,All Ages,Scripture Song,"Charm is deceitful  
Beauty is vain  
Charm is deceitful  
Beauty is vain  
But a woman who fears the Lord  
But a woman who fears the Lord  
But a woman who fears the Lord  
Is to be praised  
Charm is deceitful  
Beauty is vain "
7,Act Like Men,The Word of God,2014,1 Corinthians 16:13–14,https://seedskidsworship.com/product/act-like-men-1-corinthians-1613-14-2/,https://open.spotify.com/track/4VvxDBE9POv1YHkAxdoenT,Empowering Scripture song teaching biblical manhood and strength through God's commands to be watchful and strong,09/12/2014,3:28,All Ages,Scripture Song,"Be watchful, stand firm in the faith, act like men, be strong  
Be watchful, stand firm in the faith, act like men, be strong  
Let all that you do be done in love, be done in love  
Let all that you do be done in love, be done in love  
Be watchful, stand firm in the faith, act like men, be strong  "
18,Breathed Out,The Word of God,2014,2 Timothy 3:16–17,https://seedskidsworship.com/product/the-word-of-god/,https://open.spotify.com/track/0bqbBvMuuNeiz9AR3Pga6s,Scripture song featuring Jared Anderson emphasizing that all Scripture is breathed out by God and profitable for teaching correction and training in righteousness,09/12/2014,3:46,All Ages,Scripture Song,"All Scripture is breathed out by God  
All Scripture is breathed out by God  
And profitable for teaching  
For reproof, for correction  
And for training in righteousness  
And profitable for teaching  
For reproof, for correction  
And for training in righteousness  
That the man of God may be complete  
Equipped for every good work  
That the man of God may be complete  
Equipped for every good work  
For every good work"
38,Do What It Says,The Word of God,2014,James 1:22,https://seedskidsworship.com/product/do-what-it-says-james-122-2/,https://open.spotify.com/track/0HM8OILRPkikkCYxKbUUyJ,"Encourages children to not only listen to God’s Word but to do what it says. Based on James 1:22, it reminds kids to put their faith into action.",09/16/2014,2:27,Ages 3-12,Obedience & Action,"Do not merely listen to the word  
And so deceive yourselves  
Do not merely listen to the word  
And so deceive yourselves  
Do what it says…do-do-do-do-do-do  
Do what it says…oh yeah, oh yeah  
Do what it says…do-do-do-do-do-do  
Do what it says…do what it says  
Do-do-do-do-just do it  
Do-do-do-do-do-do-do-do-do-do-do-just do it"
78,Impress Them,The Word of God,2014,Deuteronomy 6:4–7,https://seedskidsworship.com/product/impress-them-deuteronomy-64-7/,https://open.spotify.com/track/57u5Rc9id4TsXdmIwKrzu7,Teaching song about impressing God's commands on children from Deuteronomy 6:4-7,09/12/2014,4:27,All Ages,Teaching & Discipleship,"Hear, O Israel the LORD our God, the LORD is one. You shall…  
Love the LORD your God with all your heart and with all your soul  
And with all your strength  
With all your strength  
Impress them on your children, Impress them on your children  
Impress them on your children, yeah  
Talk about them when you sit at home and when you walk along the road  
When you lie down and when you get up, when you lie down and when you get up  
And these commandments that I give you today  
Are to be on your hearts  "
144,The Word Of God,The Word of God,2014,Hebrews 4:12,https://seedskidsworship.com/product/the-word-of-god-hebrews-412-2/,https://open.spotify.com/track/68l9IkFNAOjl55aVYt2WFI,Powerful song about the living and active Word of God from Hebrews 4:12,09-12-2014,3:39,Ages 6-12,Scripture & Power,"For the word of God is living and active  
Sharper than any two-edged sword  
For the word of God is living and active  
Sharper than any two-edged sword  
Piercing to the division of soul and of spirit  
Of joints and of marrow  
And discerning the thoughts and intentions of the heart  
I love Your Word  
I love Your Word O God  
I love Your Word  
I love Your Word  
We love Your Word  
We love Your Word O God  
We love Your Word  "
164,Your Life Is Hidden,The Word of God,2014,Colossians 3:2–3,https://seedskidsworship.com/product/your-life-is-hidden-colossians-32-3-2/,https://open.spotify.com/track/3NRoKHxfMiyZb2OLmn0rv5,Contemplative song about setting minds on things above and life hidden with Christ from Colossians 3:2-3,09-12-2014,3:00,Ages 7-12,Heavenly Mindedness,"Set your minds on things that are above  
Not on things that are on earth  
Set your minds on things that are above  
Not on things that are on earth  
For you have died, and your life is hidden with Christ in God  
For you have died, and your life is hidden with Christ in God  
For you have died, and your life is hidden with Christ in God  
For you have died, and your life is hidden, it’s hidden, your life is hidden  
For you have died, and your life is hidden  
For you have died, and your life is hidden  
For you have died, and your life is hidden  
For you have died, and your life is hidden  
For you have died, and your life is hidden, hidden  "
1,A Great Nation,Trust,2018,Genesis 12:1–2,https://seedskidsworship.com/product/a-great-nation-genesis-121-2/,https://open.spotify.com/track/4oVavfkdrZwotD6Az11XfS,Scripture-based worship song helping children memorize God's promise to Abraham about making him into a great nation,04/10/2018,3:56,All Ages,Scripture Song,"Go, from your country and your kindred and your father’s house  
Go, to the land that I will show you  
Go, from your country and your kindred and your father’s house  
Go, to the land that I will show you  
Go  
And I will make of you a great nation  
And I will bless you and make your name great  
So that you will be a blessing  
And I will make of you a great nation  
And I will bless you and make your name great  
So that you will be a blessing"
9,All Things,Trust,2018,Romans 8:28,https://seedskidsworship.com/product/trust-vol-11-releases-april-10-2018/,https://open.spotify.com/track/2PSAwIU67RMHXjPtfifR41,Faith-building song about God working all circumstances together for good for those who love Him,04/08/2018,2:59,All Ages,Faith & Trust,"And we know that for those who love God  
All things work together for good  
We know that for those who love God  
All things work together for good  
For those who are called according to His purpose  
For those who are called according to His purpose  
Whoa, we know  
Whoa, we know  
Whoa, we know  
All things, all things work together for good"
19,Breathed Out By God,Trust,2018,2 Timothy 3:16–17,https://seedskidsworship.com/product/trust-vol-11-releases-april-10-2018/,https://open.spotify.com/track/5DL24201gMF67w32RUvK4B,Powerful declaration that all Scripture is breathed out by God and profitable for teaching and training in righteousness,04/08/2018,3:42,All Ages,Scripture Declaration,"All scripture is breathed out by God  
And profitable for teaching, for reproof for correction  
And for training in righteousness  
That the man of God may be complete  
Equipped for every good work  
That the man of God may be complete  
Equipped for every good work  
All scripture is breathed out by God (Breathed out)  
All scripture is breathed out by God (Breathed out)  
All scripture is breathed out by God, Yeah, Yeah  
All scripture is breathed out by God  
(All scripture is breathed out by God)  
Yeah, Yeah (yeah, yeah)  
Yeah, Yeah (yeah, yeah)"
20,By Faith,Trust,2018,Hebrews 11:1 & 6,https://seedskidsworship.com/product/trust-vol-11-releases-april-10-2018/,https://open.spotify.com/track/3gfQqdPJYKC78PL6bdmMZS,Faith-building song teaching that faith is assurance of things hoped for and that without faith it's impossible to please God,04/08/2018,3:15,All Ages,Faith & Trust,"Now faith is the assurance of things hoped for  
The conviction of things not seen  
Now faith is the assurance of things hoped for  
The conviction of things not seen  
And without faith (without faith)  
It is impossible (it is impossible)  
To please Him, to please Him  
For whoever would draw near to God  
Must believe  
That He exists and He rewards  
Those who seek Him  
Whoa, (whoa) By faith (by faith)  
Whoa, (whoa) By faith  
Faith, faith, faith  
faith, faith, faith  
Faith, faith, faith, and not by sight"
37,Dominion,Trust,2018,Psalm 8:5–6,https://seedskidsworship.com/product/dominion-psalm-85-6-2/,https://open.spotify.com/track/5ZPWhLEvAQMmsJyZVQSePN,A word-for-word scripture song from Psalm 8:5-6 helping kids understand the dominion God has given to humanity. Makes memorizing God's Word fun and easy while teaching about our special place in creation.,04/08/2018,3:29,All Ages,Scripture Song,"You have made him a little lower than the heavenly beings  
Yet you have made him a little lower than the heavenly beings  
And crowned Him with glory and honor, and honor  
You have given him dominion  
Over the works of your hands  
You have put all things under his feet  
You have put all things under his feet  
Psalm 8:5 and 6  
Psalm 8:5 and 6"
65,He Is Faithful,Trust,2018,Hebrews 10:23,https://seedskidsworship.com/product/he-is-faithful-hebrews-1023/,https://open.spotify.com/track/1GBpXeS3szWXSZoFGlxpma,Trust-building song about holding fast to hope because He is faithful from Hebrews 10:23,04/08/2018,3:21,All Ages,Faith & Trust,"Let us hold fast the confession  
Of our hope without wavering, no!  
Let us hold fast the confession  
Of our hope without wavering, no!  
For He who promised is faithful, faithful  
For He who promised is faithful, faithful  
For He who promised is faithful, faithful  
He is faithful  
He is faithful  
He is faithful  
Whoa Whoa Whoa Faithful  
He is faithful He is faithful"
98,The Old Testament Song,Trust,2018,(Books of the Old Testament),https://seedskidsworship.com/product/the-old-testament-song/,https://open.spotify.com/track/2TNaPio4JBZg0KaZzAfUXn,Faith‑building Christmas song from Luke 1:35–37 reminding children that with God all things are possible.,10/04/2022,2:25,Ages 3-12,Faith & Christmas,"Genesis, Exodus, Leviticus  
Numbers, Deuteronomy, Joshua  
Judges, Ruth, 1st and 2nd Samuel, Kings and Chronicles  
Ezra, Nehemiah, Esther and Job  
Psalms and Proverbs  
Ecclesiastes and the Song of Solomon  
Isaiah, Jeremiah and Lamentations  
Ezekiel, Daniel, Hosea, Joel…Whoa  
Amos, Obadiah and Jonah  
Micah, Nahum, Habakkuk, Zephaniah  
Haggai, Zechariah and Malachi  
Way To Go You Guys, Hey, Hey  
Ohh, now we know The Old Testament  
Ohh, now we know The Old Testament"
150,Trust,Trust,2018,Proverbs 3:5–6,https://seedskidsworship.com/product/trust-proverbs-35-6-2/,https://open.spotify.com/track/63mA5H9hruHv0YhYuzPvdo,Foundational song about trusting in the Lord with all your heart from Proverbs 3:5-6,06-01-2018,2:55,Ages 5-12,Trust & Faith,"Trust in the Lord with all your heart  
And do not lean on your own understanding  
Trust in the Lord with all your heart  
And do not lean on your own understanding  
Oooh Oooh Oooh Oooh  
Oooh Oooh Oooh Oooh  
In all your ways acknowledge Him  
And He will make straight your paths  
In all your ways acknowledge Him  
And He will make straight your paths  
Oooh Oooh Oooh Oooh  
Oooh Oooh Oooh Oooh"
6,Acceptable,When You Lie Down: Lullabies & Scripture Songs,2015,Psalm 19:14,https://seedskidsworship.com/product/acceptable-psalm-1914-2/,https://open.spotify.com/track/6sXoPgX8NTBE9z005rTe2O,Heartwarming lullaby about letting our words and thoughts be acceptable in God's sight,12/10/2015,2:45,Ages 0-8,Peaceful Lullaby,"Let the words of my mouth  
And the meditation of my heart be acceptable  
Let the words of my mouth  
And the meditation of my heart be acceptable  
In Your sight O LORD my Rock and my Redeemer  
O LORD my Rock and my Redeemer  
O LORD my Rock and my Redeemer, my Redeemer  
Let the words of my mouth  
And the meditation of my heart be acceptable  
In Your sight O LORD my Rock and my Redeemer  
O LORD my Rock and my Redeemer  
O LORD my Rock and my Redeemer, my Redeemer  
My Redeemer, my Redeemer  "
29,Come To Me,When You Lie Down: Lullabies…,2015,Matthew 11:28–30,https://seedskidsworship.com/product/when-you-lie-down-lullabies-scripture-songs/,https://open.spotify.com/track/0umvot74tn3GZz1RjS7Mry,Biblical lullaby based on Matthew 11:28-30 offering rest and comfort through God's Word. Creates peaceful atmosphere for bedtime worship reminding families that true rest comes from God alone. Part of Scripture-based lullaby collection.,11/20/2015,2:57,Ages 0-3,Lullaby,"Come to me all of you  
Who are weary and burdened  
And I will give you rest  
Oh I will give you rest  
Take my yoke upon you and learn from me  
For I am gentle and humble in heart  
And you will find rest for your souls  
You will find rest for your souls  
Come to me all of you  
Who are weary and burdened  
And I will give you rest  
Oh I will give you rest  
For my yoke is easy and my burden is light  
For my yoke is easy and my burden is light  
For my yoke is easy and my burden is light  
For my yoke is easy and my burden is light  
Come to me all of you  
Who are weary and burdened "
43,Fearfully And Wonderfully Made,When You Lie Down: Lullabies…,2015,Psalm 139:13–14,https://seedskidsworship.com/product/fearfully-and-wonderfully-made-psalm-13913-14/,https://open.spotify.com/track/6hhmtfzoV2e0i2dcFJbDfv,"A gentle lullaby celebrating Psalm 139:13-14, reminding children that they are fearfully and wonderfully made by God and praising His marvelous works.",12/10/2015,3:28,Ages 0-3,Peaceful Lullaby,"Verse 1:
I praise You because I am fearfully and wonderfully made
I praise You because I am fearfully and wonderfully made
Chorus 1:
Your works are wonderful
(I know that full well)
Your works are wonderful
(I know that full well)
Your works are wonderful
I know that full well
Verse 2:
I praise You because I am fearfully and wonderfully made
I praise You because I am fearfully and wonderfully made
Repeat Chorus 1
Verse 3:
I praise You because I am fearfully and wonderfully made
I praise You because I am fearfully and wonderfully made
Chorus 2:
Wonderful
(I know that full well)
Wonderful
(I know that full well)
Wonderful
I know that full well
Tag:
Wonderful, wonderful...
"
74,I Will Make Known,When You Lie Down: Lullabies…,2015,Psalm 89:1,https://seedskidsworship.com/product/i-will-make-known-psalm-891/,https://open.spotify.com/track/1dxVf09sgCnCmyZuWIHWUZ,Gentle lullaby about making known God's faithfulness from Psalm 89:1,12/10/2015,2:30,Ages 0-8,Peaceful Lullaby,"I will sing of the steadfast love  
Of the LORD forever  
With my mouth I will make known  
Your faithfulness to all generations  
I will sing of the steadfast love  
Of the LORD forever  
With my mouth I will make known  
Your faithfulness to all generations  
I will sing  
I will sing  
Of Your steadfast love  
Ohhh… Ohhh…  
With my mouth I will make known  
Your faithfulness to all generations"
90,My Soul Finds Rest,When You Lie Down: Lullabies…,2015,Psalm 62:1–2,https://seedskidsworship.com/product/my-soul-finds-rest-psalm-621-2/,https://open.spotify.com/track/4HvOBPLTPdKnJ5Enll4mHe,"An uplifting song encouraging listeners not to despise the Lord’s discipline, but embrace His wisdom and fatherly love from Proverbs 3:11–12.",10/15/2019,2:35,Ages 3-12,Wisdom & Instruction,"My soul finds rest in God alone  
My salvation comes from Him  
He is my rock and my salvation  
He is my fortress I will never be shaken  
My soul finds rest in God alone  
My soul finds rest in God alone  
He is my rock He is my fortress  
My soul finds rest My soul finds rest  
My soul finds rest in God alone  
He is my rock He is my fortress  
My soul finds rest My soul finds rest  
My soul finds rest in God alone 
"
